管轄分団,出火日時,注意報１,注意報２,注意報３,注意報４,注意報５,警報１,警報２,警報３,警報４,警報５,建物番号,火元区分,焼損程度,構造,焼損　床面積（㎡）,焼損　表面積（㎡）,火災種別,出火原因,天気,気温,相対湿度,火災警報,風位,風速,積雪量
第１方面隊滝尾分団,12月9日,,,,,,,,,,,1,火元,全焼,木造建築物,36,,建物火災,不明・調査中,晴,6,88,発令無,南南西,2,
第１方面隊大道分団,12月26日,乾燥,注意報,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,たばこ,晴,8,46,発令無,北西,3,
第４方面隊稙田東部分団,11月10日,,,,,,,,,,,2,類焼,部分焼,木造建築物,,26,建物火災,風呂かまど,雨,15,71,発令無,西南西,1,
第１方面隊滝尾分団,12月9日,,,,,,,,,,,2,類焼,部分焼,木造建築物,,6,建物火災,不明・調査中,晴,6,88,発令無,南南西,2,
第１方面隊滝尾分団,12月9日,,,,,,,,,,,3,類焼,ぼや,木造建築物,,1,建物火災,不明・調査中,晴,6,88,発令無,南南西,2,
第４方面隊稙田東部分団,11月10日,,,,,,,,,,,3,類焼,ぼや,木造建築物,,1,建物火災,風呂かまど,雨,15,71,発令無,西南西,1,
第１方面隊滝尾分団,11月8日,霜,注意報,,,,,,,,,,,,,,,車両火災,不明・調査中,晴,21,32,発令無,北西,1,
第１方面隊南大分分団,11月21日,,,,,,,,,,,,,,,,,その他の火災,火あそび,曇,18,87,発令無,無風状態,0,0
第２方面隊松岡分団,9月1日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,たき火,晴,26,67,発令無,北西,4,
第４方面隊稙田西部分団,11月28日,乾燥,注意報,,,,,,,,,,,,,,,車両火災,その他,晴,11,43,発令無,南,1,
第４方面隊東稙田分団,10月27日,乾燥,雷,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,17,69,発令無,南南西,1,
,11月5日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,不明・調査中,快晴,19,46,発令無,北北東,4,
第１方面隊日岡分団,10月31日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,放火の疑い,晴,25,48,発令無,南南東,4,
第１方面隊滝尾分団,12月12日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,晴,12,77,発令無,南西,1,
第５方面隊大在東分団,12月4日,,,,,,,,,,,1,類焼,部分焼,その他の建築物,,4,車両火災,衝突の火花,晴,9,44,発令無,北西,5,
第１方面隊南大分分団,11月27日,強風,波浪,注意報,,,,,,,,1,火元,半焼,木造建築物,67,,建物火災,電灯・電話等の配線,晴,7,58,発令無,西北西,4,
第２方面隊三佐分団,11月13日,強風,波浪,,,,,,,,,1,火元,部分焼,耐火建築物,81,,建物火災,火あそび,晴,14,45,発令無,無風状態,0,
第１方面隊滝尾分団,12月28日,,,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,配線器具,曇,10,76,発令無,北,2,0
第３方面隊竹中分団,9月3日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,27,46,発令無,北,1,
第１方面隊春日分団,11月11日,,,,,,,,,,,,,,,,,車両火災,放火の疑い,曇,16,79,発令無,南南東,1,
第２方面隊明治分団,11月6日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,-99,999,発令無,風向不明,99,
第１方面隊桃園分団,11月17日,,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,,雨,9,78,発令無,北北西,4,
,12月29日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,晴,10,47,発令無,西北西,1,
第８方面隊野津原東部分団,12月9日,強風,波浪,注意報,,,,,,,,1,火元,部分焼,木造建築物,1,,建物火災,ストーブ,曇,2,51,発令無,西,6,
第２方面隊明治分団,11月6日,,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,たばこ,雨,14,75,発令無,南,2,
第２方面隊三佐分団,11月28日,乾燥,,,,,,,,,,1,火元,ぼや,準耐火建築物（木造）,0,0,建物火災,放火,晴,15,75,発令無,西北西,1,
第４方面隊東稙田分団,12月17日,乾燥,,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,ストーブ,晴,4,81,発令無,南,2,0
第１方面隊滝尾分団,11月14日,乾燥,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,17,52,発令無,南南東,2,
第１方面隊中島分団,11月16日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たばこ,快晴,16,48,発令無,無風状態,0,0
第４方面隊稙田東部分団,9月4日,,,,,,,,,,,,,,,,,その他の火災,不明・調査中,曇,25,64,発令無,東,1,
第２方面隊明治分団,11月20日,強風,霜,波浪,,,,,,,,1,火元,全焼,木造建築物,136,,建物火災,たばこ,晴,13,47,発令無,北西,5,
第７方面隊本神崎分団,11月20日,乾燥,強風,霜,波浪,注意報,,,,,,1,火元,全焼,木造建築物,119,,建物火災,電気機器,晴,10,54,発令無,西南西,2,
第７方面隊本神崎分団,11月20日,乾燥,強風,霜,波浪,注意報,,,,,,2,類焼,部分焼,耐火建築物,,9,建物火災,電気機器,晴,10,54,発令無,西南西,2,
第７方面隊本神崎分団,11月20日,乾燥,強風,霜,波浪,注意報,,,,,,3,類焼,ぼや,木造建築物,0,0,建物火災,電気機器,晴,10,54,発令無,西南西,2,
第２方面隊松岡分団,12月1日,乾燥,濃霧,,,,,,,,,,,,,,,車両火災,内燃機関,晴,10,85,発令無,南,1,
第１方面隊中島分団,12月26日,,,,,,,,,,,,,,,,,その他の火災,放火,晴,4,70,発令無,南,1,
第３方面隊戸次分団,9月8日,,,,,,,,,,,,,,,,,その他の火災,溶接機・切断機,晴,26,69,発令無,北西,3,
,11月18日,乾燥,霜,,,,,,,,,,,,,,,その他の火災,,晴,7,71,発令無,南,2,
第１方面隊大道分団,12月10日,強風,波浪,,,,,,,,,,,,,,,車両火災,その他,晴,3,59,発令無,南西,3,
第１方面隊金池分団,11月19日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,12,54,発令無,北西,4,
第８方面隊野津原西部分団,12月18日,乾燥,注意報,,,,,,,,,,,,,,,車両火災,不明・調査中,晴,12,56,発令無,無風状態,0,0
第６方面隊丹生分団,12月3日,強風,波浪,,,,,,,,,1,火元,全焼,木造建築物,270,,建物火災,風呂かまど,曇,11,62,発令無,西北西,3,
第２方面隊明治分団,9月11日,強風,波浪,,,,,,,,,1,建物外,,,,,車両火災,放火,曇,22,91,発令無,南南西,2,
第１方面隊東大分分団,12月12日,乾燥,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,放火,晴,7,44,発令無,西北西,3,
第１方面隊金池分団,11月18日,乾燥,霜,,,,,,,,,1,火元,部分焼,耐火建築物,3,,建物火災,こんろ,晴,11,59,発令無,南西,2,
第５方面隊大在東分団,12月30日,乾燥,強風,波浪,注意報,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,その他,晴,13,24,発令無,西北西,5,
第１方面隊中島分団,11月20日,乾燥,強風,霜,波浪,注意報,,,,,,1,火元,部分焼,準耐火建築物（非木造）,,36,建物火災,その他,晴,13,38,発令無,西北西,4,
第２方面隊別保分団,11月21日,乾燥,強風,霜,,,,,,,,1,火元,部分焼,木造建築物,5,,建物火災,,晴,10,49,発令無,北西,3,
第１方面隊大道分団,12月22日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,こんろ,雨,14,63,発令無,西北西,3,
第４方面隊東稙田分団,11月20日,乾燥,,,,,,,,,,,,,,,,その他の火災,火あそび,晴,13,45,発令無,北,2,
第１方面隊東大分分団,11月23日,,,,,,,,,,,1,火元,部分焼,耐火建築物,1,,建物火災,その他,晴,11,63,発令無,南西,1,
第７方面隊佐賀関上浦分団,9月17日,雷,,,,,洪水,大雨,暴風,波浪,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,電灯・電話等の配線,雨,21,99,発令無,北北西,4,
第２方面隊高田分団,12月24日,乾燥,,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,配線器具,晴,11,52,発令無,北,1,0
,11月25日,乾燥,霜,注意報,,,,,,,,1,火元,,耐火建築物,51,,建物火災,その他,晴,5,63,発令無,南南西,2,
第７方面隊佐賀関下浦分団,11月30日,,,,,,,,,,,1,建物外,,,,,車両火災,放火,晴,13,61,発令無,北北東,4,
第５方面隊大在東分団,12月4日,強風,波浪,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,こんろ,晴,10,48,発令無,西,4,
第１方面隊南大分分団,11月20日,乾燥,霜,注意報,,,,,,,,,,,,,,その他の火災,火あそび,晴,17,46,発令無,北,2,
第２方面隊別保分団,12月16日,強風,濃霧,波浪,,,,,,,,,,,,,,車両火災,その他,晴,12,67,発令無,北西,2,
第３方面隊戸次分団,12月3日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,放火の疑い,晴,16,46,発令無,北西,4,
第４方面隊賀来分団,9月24日,,,,,,,,,,,1,火元,部分焼,木造建築物,13,,建物火災,不明・調査中,晴,22,87,発令無,北西,1,
第１方面隊中島分団,12月28日,強風,雷,波浪,注意報,,,,,,,1,火元,部分焼,耐火建築物,4,,建物火災,こんろ,晴,6,83,発令無,北西,2,
,12月7日,,,,,,,,,,,1,火元,部分焼,その他の建築物,,20,建物火災,その他,晴,15,60,発令無,北北東,1,
第１方面隊大道分団,11月20日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,,晴,16,53,発令無,南南東,1,
第１方面隊東大分分団,12月18日,強風,波浪,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,たばこ,曇,6,49,発令無,西,4,
第２方面隊別保分団,11月26日,乾燥,霜,,,,,,,,,,,,,,,その他の火災,火入れ,晴,-99,99,発令無,風向不明,99,
第２方面隊明治分団,11月24日,乾燥,霜,濃霧,,,,,,,,,,,,,,その他の火災,たき火,晴,4,78,発令無,南,2,
第１方面隊桃園分団,12月19日,,,,,,,,,,,1,火元,部分焼,木造建築物,,1,建物火災,こんろ,晴,8,41,発令無,北西,3,
第４方面隊東稙田分団,11月25日,強風,霜,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,,1,建物火災,ストーブ,曇,14,51,発令無,西北西,3,
第１方面隊中島分団,12月10日,,,,,,,,,,,1,火元,半焼,その他の建築物,,47,建物火災,不明・調査中,曇,13,91,発令無,無風状態,0,
第３方面隊戸次分団,12月4日,,,,,,,,,,,1,火元,全焼,木造建築物,196,,建物火災,内燃機関,晴,14,47,発令無,北北東,3,
第３方面隊戸次分団,12月4日,,,,,,,,,,,2,類焼,部分焼,木造建築物,3,,建物火災,内燃機関,晴,14,47,発令無,北北東,3,
第２方面隊別保分団,11月26日,,,,,,,,,,,,,,,,,車両火災,その他,晴,12,57,発令無,東,2,0
第１方面隊南大分分団,9月27日,,,,,,,,,,,,,,,,,車両火災,不明・調査中,曇,23,95,発令無,無風状態,0,
第４方面隊東稙田分団,11月21日,乾燥,,,,,,,,,,,,,,,,林野火災,火あそび,晴,17,66,発令無,北,3,
第６方面隊坂ノ市分団,11月25日,,,,,,,,,,,1,火元,部分焼,木造建築物,3,,建物火災,不明・調査中,晴,13,61,発令無,南,1,
第３方面隊竹中分団,12月15日,,,,,,,,,,,1,火元,全焼,木造建築物,193,,建物火災,不明・調査中,曇,13,92,発令無,南,0,
第１方面隊春日分団,11月26日,乾燥,霜,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,マッチ・ライター,晴,9,51,発令無,南西,2,
第５方面隊大在西分団,12月21日,強風,雷,波浪,注意報,,,,,,,1,火元,全焼,木造建築物,51,,建物火災,たばこ,雨,11,88,発令無,西北西,1,
第７方面隊本神崎分団,11月27日,乾燥,霜,,,,,,,,,1,火元,全焼,木造建築物,166,,建物火災,不明・調査中,晴,8,79,発令無,南,1,
第３方面隊竹中分団,12月15日,,,,,,,,,,,2,類焼,全焼,木造建築物,19,,建物火災,不明・調査中,曇,13,92,発令無,南,0,
第１方面隊滝尾分団,10月4日,強風,波浪,,,,,,,,,,,,,,,車両火災,電気装置,晴,20,64,発令無,北,1,
第１方面隊八幡分団,12月18日,,,,,,,,,,,,,,,,,その他の火災,たばこ,曇,3,71,発令無,南西,3,
第１方面隊南大分分団,12月4日,乾燥,,,,,,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,こんろ,晴,9,66,発令無,南南東,2,
第１方面隊南大分分団,12月27日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,その他,晴,5,67,発令無,南南西,1,
第３方面隊判田分団,11月27日,強風,霜,波浪,注意報,,,,,,,,,,,,,その他の火災,たき火,曇,18,49,発令無,南西,8,
第７方面隊本神崎分団,11月27日,乾燥,,,,,,,,,,,,,,,,林野火災,不明・調査中,晴,17,68,発令無,西北西,3,
第６方面隊坂ノ市分団,12月18日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,9,51,発令無,北北西,1,
第２方面隊松岡分団,10月9日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,26,78,発令中,北西,2,
第６方面隊丹生分団,12月19日,乾燥,波浪,,,,,,,,,,,,,,,その他の火災,たき火,晴,7,41,発令無,西,7,
第２方面隊三佐分団,11月27日,強風,霜,波浪,注意報,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,50,,建物火災,焼却炉,曇,16,52,発令無,南西,6,
第１方面隊滝尾分団,12月8日,,,,,,,,,,,1,火元,部分焼,木造建築物,5,,建物火災,不明・調査中,晴,9,50,発令無,西,1,
第１方面隊東大分分団,12月7日,乾燥,注意報,,,,,,,,,1,火元,部分焼,木造建築物,8,,建物火災,煙突・煙道,晴,10,76,発令無,南南東,1,
第１方面隊滝尾分団,12月19日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,12,56,発令無,無風状態,0,0
第１方面隊南大分分団,10月25日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,快晴,19,51,発令無,北北西,4,
第１方面隊東大分分団,12月19日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,快晴,6,41,発令無,西南西,6,
第１方面隊南大分分団,12月8日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,電気装置,曇,10,74,発令無,北西,4,
第４方面隊東稙田分団,12月8日,,,,,,,,,,,1,火元,全焼,防火構造建築物,101,,建物火災,電灯・電話等の配線,晴,8,54,発令無,南西,2,
第１方面隊八幡分団,12月5日,乾燥,,,,,,,,,,1,火元,全焼,防火構造建築物,290,,建物火災,火あそび,晴,11,65,発令無,南南西,1,
第１方面隊東大分分団,12月1日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,放火の疑い,不明,-99,999,発令無,風向不明,99,
第４方面隊東稙田分団,12月8日,,,,,,,,,,,2,類焼,ぼや,防火構造建築物,,1,建物火災,電灯・電話等の配線,晴,8,54,発令無,南西,2,
第４方面隊東稙田分団,12月8日,,,,,,,,,,,3,類焼,ぼや,防火構造建築物,,1,建物火災,電灯・電話等の配線,晴,8,54,発令無,南西,2,
第３方面隊戸次分団,12月20日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,,晴,8,43,発令無,西,5,
第１方面隊滝尾分団,11月4日,強風,波浪,,,,,,,,,,,,,,,車両火災,不明・調査中,晴,16,75,発令無,南西,1,
第２方面隊鶴崎分団,12月21日,乾燥,強風,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,,1,建物火災,火あそび,晴,8,35,発令無,西北西,5,
第１方面隊滝尾分団,11月4日,強風,霜,波浪,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,4,,建物火災,不明・調査中,晴,16,64,発令無,北西,3,
第６方面隊坂ノ市分団,12月15日,乾燥,強風,波浪,注意報,,,,,,,1,火元,ぼや,木造建築物,1,,建物火災,,晴,9,70,発令無,東南東,1,
第４方面隊東稙田分団,12月10日,乾燥,,,,,,,,,,1,火元,部分焼,耐火建築物,6,,建物火災,こんろ,晴,8,51,発令無,南東,2,
第１方面隊八幡分団,12月6日,乾燥,,,,,,,,,,,,,,,,車両火災,その他,晴,10,59,発令無,無風状態,0,
第１方面隊東大分分団,12月21日,乾燥,強風,波浪,,,火災,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,たばこ,晴,8,36,発令中,北北西,4,
第１方面隊南大分分団,12月7日,乾燥,,,,,,,,,,1,火元,全焼,防火構造建築物,90,,建物火災,電灯・電話等の配線,晴,10,50,発令無,西北西,3,0
第１方面隊南大分分団,12月7日,乾燥,,,,,,,,,,2,類焼,部分焼,木造建築物,,11,建物火災,電灯・電話等の配線,晴,10,50,発令無,西北西,3,0
第７方面隊本神崎分団,11月5日,霜,,,,,,,,,,,,,,,,その他の火災,たき火,晴,16,62,発令無,西北西,1,0
第１方面隊南大分分団,12月16日,,,,,,,,,,,,,,,,,その他の火災,火あそび,曇,3,53,発令無,南西,2,
第１方面隊大道分団,12月19日,乾燥,強風,,,,,,,,,,,,,,,車両火災,配線器具,晴,8,47,発令無,北西,5,
第１方面隊金池分団,12月24日,乾燥,,,,,,,,,,1,火元,部分焼,耐火建築物,10,,建物火災,放火の疑い,晴,9,79,発令無,南南東,2,
,11月5日,霜,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,電気機器,快晴,15,70,発令無,無風状態,0,
第５方面隊大在東分団,12月22日,乾燥,強風,波浪,,,,,,,,1,火元,部分焼,耐火建築物,7,,建物火災,こんろ,曇,5,48,発令無,北西,3,
第１方面隊金池分団,12月18日,,,,,,,,,,,1,火元,ぼや,木造建築物,1,,建物火災,配線器具,晴,11,42,発令無,北西,4,
第２方面隊明治分団,12月7日,乾燥,,,,,,,,,,1,火元,ぼや,その他の建築物,,1,建物火災,火あそび,晴,12,43,発令無,北西,3,
第７方面隊佐賀関下浦分団,12月22日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,ストーブ,曇,13,61,発令無,北西,2,
第１方面隊中島分団,11月12日,霜,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,たばこ,晴,10,78,発令無,南南東,1,
第１方面隊大道分団,12月24日,,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,6,40,発令無,西,2,
第２方面隊別保分団,12月27日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,10,49,発令無,北,2,
第７方面隊佐賀関上浦分団,12月11日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,不明・調査中,晴,8,45,発令無,西南西,3,
第１方面隊滝尾分団,12月13日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,158,,建物火災,不明・調査中,晴,3,62,発令無,南,2,
第１方面隊東大分分団,12月25日,,,,,,,,,,,1,火元,全焼,木造建築物,63,,建物火災,不明・調査中,晴,3,44,発令無,西北西,2,
第２方面隊三佐分団,12月30日,強風,波浪,注意報,,,,,,,,1,火元,部分焼,木造建築物,6,,建物火災,ストーブ,曇,8,55,発令無,西,8,
第１方面隊東大分分団,12月25日,,,,,,,,,,,3,類焼,全焼,準耐火建築物（木造）,90,,建物火災,不明・調査中,晴,3,44,発令無,西北西,2,
